FORWARD_TEXT_FORMAT_1.0
STDEP =   290.0000
ENDEP =  2716.0000
RLEV  =     0.1250
CURVENAME =  RT, RI, RXO, CALI, AC, GR, DEN, CNL, R025, RA2, BZSP, R2M, SP
END
#DEPTH            RT         RI        RXO       CALI         AC         GR        DEN        CNL       R025        RA2       BZSP        R2M         SP
 494.7500       4.347      3.407      0.490    -42.566     64.370      2.197    349.750      1.836      6.455     11.702     10.644     11.702     10.644
 494.8750       3.765      3.003      0.490    -42.304     63.095      2.197    349.750      1.836      6.495     12.203     10.562     12.203     10.562
 495.0000       3.636      2.892      0.487    -41.992     61.629      2.197    349.750      1.836      6.494     12.682     10.479     12.682     10.479
 495.1250       3.694      2.930      0.488    -41.687     61.045      2.197    349.750      1.836      6.427     13.127     10.397     13.127     10.397
 495.2500       3.700      2.967      0.494    -41.469     62.266      2.197    349.750      1.836      6.311     13.392     10.309     13.392     10.309
 495.3750       3.641      2.875      0.490    -41.469     64.932      2.197    349.750      1.836      6.177     13.353     10.185     13.353     10.185
 495.5000       3.442      2.717      0.486    -41.445     75.877      2.197    349.750      1.836      6.042     13.156     10.043     13.156     10.043
 495.6250       3.294      2.638      0.486    -41.510     74.014      2.197    349.750      1.836      5.926     12.902      9.860     12.902      9.860
 495.7500       3.247      2.600      0.486    -41.688     69.747      2.197    349.750      1.836      5.832     12.703      9.662     12.703      9.662
 495.8750       3.288      2.575      0.485    -41.896     67.141      2.197    349.750      1.836      5.738     12.805      9.465     12.805      9.465
 496.0000       3.354      2.572      0.486    -41.963     61.128      2.197    351.250      1.842      5.661     13.205      9.284     13.205      9.284
 496.1250       3.504      2.645      0.485    -41.861     70.077      2.197    351.250      1.842      5.641     13.630      9.116     13.630      9.116
 496.2500       3.675      2.752      0.482    -41.929     70.151      2.197    351.250      1.842      5.683     13.799      8.973     13.799      8.973
 496.3750       3.775      2.802      0.481    -42.095     68.459      2.197    351.250      1.842      5.730     13.673      8.863     13.673      8.863
 496.5000       3.853      2.821      0.481    -42.279     66.834      2.197    351.250      1.842      5.749     13.503      8.784     13.503      8.784
 496.6250       3.972      2.860      0.479    -42.429     66.160      2.197    351.250      1.842      5.734     13.486      8.746     13.486      8.746
 496.7500       4.104      2.925      0.478    -42.557     69.596      2.197    351.250      1.842      5.701     13.660      8.729     13.660      8.729
 496.8750       3.827      2.780      0.478    -42.856     70.925      2.197    351.250      1.842      5.716     13.737      8.682     13.737      8.682
 497.0000       3.643      2.574      0.478    -42.956     72.081      2.197    351.250      1.842      5.804     13.491      8.622     13.491      8.622
 497.1250       3.504      2.422      0.477    -42.902     72.466      2.197    351.250      1.842      5.928     13.205      8.553     13.205      8.553
 497.2500       3.389      2.348      0.474    -42.851     73.491      2.197    351.250      1.842      6.047     13.392      8.497     13.392      8.497
 497.3750       3.319      2.304      0.473    -42.967     76.972      2.197    351.250      1.842      6.166     14.178      8.471     14.178      8.471
 497.5000       3.312      2.299      0.481    -42.941     72.715      2.197    351.250      1.842      6.292     14.957      8.467     14.957      8.467
 497.6250       3.432      2.341      0.478    -42.739     72.302      2.197    351.250      1.842      6.396     15.318      8.471     15.318      8.471
 497.7500       3.529      2.396      0.474    -42.542     70.443      2.197    351.250      1.842      6.465     15.135      8.485     15.135      8.485
 497.8750       3.538      2.407      0.468    -42.298     69.829      2.197    351.250      1.842      6.521     14.524      8.516     14.524      8.516
 498.0000       3.444      2.344      0.459    -41.969     71.928      2.197    347.000      1.847      6.561     13.973      8.543     13.973      8.543
 498.1250       3.302      2.253      0.457    -41.662     71.569      2.197    347.000      1.847      6.588     13.818      8.571     13.818      8.571
 498.2500       3.212      2.203      0.443    -41.253     68.137      2.197    347.000      1.847      6.640     14.007      8.576     14.007      8.576
 498.3750       3.129      2.142      0.449    -41.293     69.427      2.197    347.000      1.847      6.755     14.176      8.538     14.176      8.538
 498.5000       3.049      2.095      0.457    -41.389     70.073      2.197    347.000      1.847      6.874     14.257      8.506     14.257      8.506
 498.6250       2.981      2.061      0.462    -41.415     70.534      2.197    347.000      1.847      6.947     14.469      8.488     14.469      8.488
 498.7500       2.933      2.023      0.468    -41.457     73.814      2.197    347.000      1.847      6.976     14.858      8.473     14.858      8.473
 498.8750       2.898      2.001      0.477    -41.636     73.250      2.197    347.000      1.847      7.002     15.177      8.459     15.177      8.459
 499.0000       3.010      2.097      0.476    -41.679     76.681      2.197    347.000      1.847      7.023     15.319      8.452     15.319      8.452
 499.1250       3.268      2.258      0.483    -41.670     78.171      2.197    347.000      1.847      7.010     15.404      8.444     15.404      8.444
 499.2500       3.588      2.436      0.487    -41.702     77.395      2.197    347.000      1.847      6.961     15.501      8.449     15.501      8.449
 499.3750       3.900      2.598      0.483    -41.846     75.684      2.197    347.000      1.847      6.912     15.518      8.487     15.518      8.487
 499.5000       4.184      2.745      0.487    -42.127     75.108      2.197    347.000      1.847      6.881     15.446      8.519     15.446      8.519
 499.6250       4.341      2.922      0.480    -42.332     73.416      2.197    347.000      1.847      6.865     15.407      8.546     15.407      8.546
 499.7500       4.077      2.783      0.481    -42.456     72.576      2.197    347.000      1.847      6.849     15.561      8.589     15.561      8.589
 499.8750       3.734      2.556      0.484    -42.603     67.353      2.197    347.000      1.847      6.799     15.947      8.644     15.947      8.644
 500.0000       3.494      2.393      0.486    -42.710     61.641      2.197    148.125    114.000      6.749     16.316      8.717     16.316      8.717
 500.1250       3.377      2.345      0.487    -42.670     61.709      2.197    148.125    116.000      6.711     16.502      8.813     16.502      8.813
 500.2500       3.128      2.243      0.483    -42.542     64.222      2.197    148.125    102.000      6.662     16.521      8.906     16.521      8.906
 500.3750       3.094      2.200      0.478    -42.531     66.734      2.197    148.125     95.000      6.572     16.470      8.978     16.470      8.978
 500.5000       3.204      2.268      0.476    -42.567     65.450      2.197    148.125     92.000      6.467     16.356      9.028     16.356      9.028
 500.6250       3.316      2.369      0.475    -42.472     64.847      2.197    148.125     92.000      6.364     16.185      9.056     16.185      9.056
 500.7500       3.384      2.461      0.473    -42.189     67.079      2.197    148.125     97.000      6.263     16.025      9.040     16.025      9.040
 500.8750       3.504      2.562      0.473    -41.834     70.104      2.197    148.125    102.000      6.156     15.838      9.003     15.838      9.003
 501.0000       3.673      2.693      0.471    -41.577     74.360      2.197    148.125    104.000      6.057     15.515      8.927     15.515      8.927
 501.1250       3.835      2.805      0.469    -41.300     73.232      2.197    148.125    107.000      5.969     15.163      8.819     15.163      8.819
 501.2500       4.047      2.922      0.467    -41.095     72.806      2.197    148.125    114.000      5.894     15.040      8.698     15.040      8.698
 501.3750       4.166      3.014      0.465    -41.058     73.526      2.197    148.125    120.000      5.864     15.121      8.584     15.121      8.584
 501.5000       4.082      3.043      0.464    -41.208     74.460      2.197    148.125    127.000      5.897     15.033      8.469     15.033      8.469
 501.6250       4.013      3.018      0.466    -41.336     77.332      2.197    148.125    135.000      5.963     14.847      8.360     14.847      8.360
 501.7500       3.900      2.964      0.465    -41.392     79.962      2.197    148.125    142.000      6.028     14.988      8.253     14.988      8.253
 501.8750       3.818      2.924      0.466    -41.480     81.466      2.197    148.125    127.000      6.086     15.616      8.157     15.616      8.157
 502.0000       3.761      2.902      0.468    -41.544     79.183      2.197    148.125    110.000      6.143     16.145      8.070     16.145      8.070
 502.1250       3.724      2.898      0.469    -41.570     75.290      2.197    148.125    108.000      6.175     16.118      7.969     16.118      7.969
 502.2500       3.702      2.914      0.466    -41.604     75.322      2.197    148.125    109.000      6.183     15.602      7.850     15.602      7.850
 502.3750       3.705      2.937      0.466    -41.758     70.758      2.197    148.125    120.000      6.126     15.219      7.718     15.219      7.718
 502.5000       3.757      3.027      0.470    -42.042     69.845      2.197    148.125    136.000      6.023     15.252      7.619     15.252      7.619
