FORWARD_TEXT_FORMAT_1.0
STDEP =   290.0000
ENDEP =  2716.0000
RLEV  =     0.1250
CURVENAME =  RT, RI, RXO, CALI, AC, GR, DEN, CNL, R025, RA2, BZSP, R2M, SP
END
#DEPTH            RT         RI        RXO       CALI         AC         GR        DEN        CNL       R025        RA2       BZSP        R2M         SP
1655.6250      12.666     12.487      0.412    -45.383     84.775      2.197    153.000    119.000      2.456      3.115    -16.997      3.115    -16.997
1655.7500      12.805     12.716      0.414    -45.682     86.878      2.197    149.000    113.000      2.444      3.077    -16.860      3.077    -16.860
1655.8750      12.782     12.516      0.413    -45.913     93.083      2.197    146.000    106.000      2.449      3.063    -16.741      3.063    -16.741
1656.0000      12.901     12.624      0.414    -45.938     94.616      2.197    145.000     99.000      2.485      3.078    -16.647      3.078    -16.647
1656.1250      13.200     12.897      0.416    -45.920     96.758      2.197    146.000     94.000      2.555      3.138    -16.593      3.138    -16.593
1656.2500      13.768     13.343      0.416    -45.929     98.250      2.197    145.000     94.000      2.646      3.267    -16.592      3.267    -16.592
1656.3750      14.600     13.948      0.415    -45.957     97.511      2.197    142.000     93.000      2.739      3.467    -16.664      3.467    -16.664
1656.5000      15.539     14.630      0.416    -45.904     94.330      2.197    140.000     95.000      2.813      3.671    -16.797      3.671    -16.797
1656.6250      16.504     15.109      0.415    -45.776     91.048      2.197    138.000     97.000      2.848      3.821    -16.980      3.821    -16.980
1656.7500      17.233     15.493      0.414    -45.668     86.747      2.197    136.000     98.000      2.833      3.879    -17.190      3.879    -17.190
1656.8750      17.866     15.620      0.414    -45.492     87.738      2.197    136.000     98.000      2.777      3.807    -17.423      3.807    -17.423
1657.0000      18.321     15.561      0.414    -45.280     90.175      2.197    135.000    101.000      2.708      3.621    -17.675      3.621    -17.675
1657.1250      18.458     15.509      0.413    -45.111     88.475      2.197    134.000     99.000      2.646      3.362    -17.918      3.362    -17.918
1657.2500      18.305     15.684      0.416    -45.008     90.578      2.197    134.000     92.000      2.592      3.099    -18.136      3.099    -18.136
1657.3750      18.882     16.587      0.415    -44.976     91.644      2.197    133.000     88.000      2.539      2.897    -18.312      2.897    -18.312
1657.5000      19.008     17.181      0.407    -45.076     93.193      2.197    130.000     86.000      2.491      2.746    -18.450      2.746    -18.450
1657.6250      19.682     18.005      0.406    -45.193     95.209      2.197    129.000     85.000      2.451      2.624    -18.541      2.624    -18.541
1657.7500      21.008     19.216      0.412    -45.250     95.238      2.197    132.000     84.000      2.418      2.529    -18.599      2.529    -18.599
1657.8750      21.787     20.287      0.409    -45.250     89.239      2.197    131.000     85.000      2.387      2.467    -18.625      2.467    -18.625
1658.0000      21.699     20.483      0.415    -45.250     88.983      2.197    127.000     86.000      2.362      2.425    -18.626      2.425    -18.626
1658.1250      21.925     20.837      0.414    -45.356     88.938      2.197    121.000     85.000      2.346      2.398    -18.614      2.398    -18.614
1658.2500      21.993     20.986      0.414    -45.530     89.962      2.197    114.000     85.000      2.336      2.390    -18.587      2.390    -18.587
1658.3750      21.759     20.768      0.413    -45.696     92.178      2.197    107.000     83.000      2.335      2.412    -18.532      2.412    -18.532
1658.5000      21.175     20.178      0.412    -45.828     94.472      2.197    105.000     81.000      2.335      2.453    -18.471      2.453    -18.471
1658.6250      20.085     19.421      0.411    -46.110     92.780      2.197    107.000     84.000      2.339      2.503    -18.410      2.503    -18.410
1658.7500      19.338     18.584      0.410    -46.149    100.347      2.197    110.000     91.000      2.345      2.558    -18.349      2.558    -18.349
1658.8750      18.525     17.758      0.412    -46.119    100.513      2.197    113.000     97.000      2.357      2.615    -18.279      2.615    -18.279
1659.0000      17.872     16.941      0.412    -46.094     99.073      2.197    116.000     97.000      2.364      2.676    -18.202      2.676    -18.202
1659.1250      17.492     16.355      0.411    -46.064     97.933      2.197    120.000    107.000      2.361      2.738    -18.126      2.738    -18.126
1659.2500      17.406     16.374      0.412    -45.954     94.194      2.197    121.000    112.000      2.356      2.779    -18.056      2.779    -18.056
1659.3750      18.439     16.968      0.411    -45.749     89.835      2.197    118.000    109.000      2.350      2.768    -18.004      2.768    -18.004
1659.5000      19.428     17.680      0.411    -45.413     87.921      2.197    114.000    107.000      2.352      2.713    -17.958      2.713    -17.958
1659.6250      20.455     18.461      0.411    -45.104     85.827      2.197    111.000    105.000      2.362      2.637    -17.913      2.637    -17.913
1659.7500      21.270     19.200      0.411    -44.822     85.532      2.197    110.000    103.000      2.378      2.571    -17.873      2.571    -17.873
1659.8750      21.654     19.700      0.410    -44.569     88.382      2.197    112.000    102.000      2.399      2.531    -17.842      2.531    -17.842
1660.0000      21.715     19.653      0.412    -44.441     91.356      2.197     13.000     11.734      2.422      2.510    -17.809      2.510    -17.809
1660.1250      22.184     19.807      0.410    -44.462     87.397      2.197     13.000     11.734      2.447      2.504    -17.766      2.504    -17.766
1660.2500      23.153     20.146      0.410    -44.411     87.380      2.197     13.000     11.734      2.476      2.512    -17.720      2.512    -17.720
1660.3750      24.098     20.812      0.410    -44.444     85.969      2.197     13.000     11.734      2.509      2.526    -17.667      2.526    -17.667
1660.5000      25.135     21.618      0.412    -44.507     84.576      2.197     13.000     11.734      2.552      2.536    -17.614      2.536    -17.614
1660.6250      26.643     22.232      0.414    -44.440     87.574      2.197     13.000     11.734      2.605      2.556    -17.565      2.556    -17.565
1660.7500      27.455     22.956      0.415    -44.466     83.215      2.197     13.000     11.734      2.656      2.615    -17.519      2.615    -17.519
1660.8750      27.985     23.329      0.419    -44.469     82.912      2.197     13.000     11.734      2.683      2.717    -17.458      2.717    -17.458
1661.0000      28.449     23.742      0.420    -44.570     81.620      2.197     13.000     11.734      2.694      2.809    -17.397      2.809    -17.397
1661.1250      28.923     24.241      0.419    -44.724     81.559      2.197     13.000     11.734      2.689      2.849    -17.327      2.849    -17.327
1661.2500      29.268     24.611      0.419    -44.872     83.383      2.197     13.000     11.734      2.675      2.830    -17.245      2.830    -17.245
1661.3750      29.027     24.339      0.418    -45.000     82.563      2.197     13.000     11.734      2.654      2.775    -17.150      2.775    -17.150
1661.5000      28.212     23.491      0.418    -45.077     78.409      2.197     13.000     11.734      2.634      2.721    -17.043      2.721    -17.043
1661.6250      27.537     22.620      0.417    -44.994     73.974      2.197     13.000     11.734      2.618      2.678    -16.927      2.678    -16.927
1661.7500      25.991     21.760      0.416    -44.909     70.038      2.197     13.000     11.734      2.612      2.645    -16.793      2.645    -16.793
1661.8750      24.656     21.090      0.415    -44.822     68.896      2.197     13.000     11.734      2.619      2.630    -16.653      2.630    -16.653
1662.0000      25.092     20.879      0.417    -44.646     71.806      2.197     13.000     11.734      2.627      2.655    -16.494      2.655    -16.494
1662.1250      25.678     21.523      0.415    -44.313     71.755      2.197     13.000     11.734      2.626      2.712    -16.326      2.712    -16.326
1662.2500      27.643     22.788      0.413    -44.026     71.796      2.197     13.000     11.734      2.610      2.746    -16.140      2.746    -16.140
1662.3750      29.566     23.940      0.411    -43.621     69.457      2.197     13.000     11.734      2.561      2.680    -15.887      2.680    -15.887
1662.5000      31.764     24.872      0.411    -43.207     65.973      2.197     13.000     11.734      2.494      2.569    -15.622      2.569    -15.622
1662.6250      33.958     25.686      0.411    -42.906     64.267      2.197     13.000     11.734      2.473      2.509    -15.484      2.509    -15.484
1662.7500      34.894     26.594      0.411    -42.775     68.116      2.197     13.000     11.734      2.466      2.421    -15.256      2.421    -15.256
1662.8750      35.984     26.668      0.410    -42.570     72.064      2.197     13.000     11.734      2.518      2.390    -15.056      2.390    -15.056
1663.0000      37.824     28.451      0.410    -42.282     74.267      2.197     13.000     11.734      2.615      2.460    -14.890      2.460    -14.890
1663.1250      43.265     32.301      0.409    -42.050     69.537      2.197     13.000     11.734      2.735      2.609    -14.751      2.609    -14.751
1663.2500      52.550     37.740      0.409    -41.824     63.173      2.197     13.000     11.734      2.846      2.759    -14.646      2.759    -14.646
1663.3750      62.482     43.282      0.409    -41.516     61.728      2.197     13.000     11.734      2.900      2.833    -14.574      2.833    -14.574
1663.5000      61.304     44.861      0.408    -41.209     60.959      2.197     13.000     11.734      2.923      2.844    -14.530      2.844    -14.530
1663.6250      52.859     37.978      0.408    -41.116     67.093      2.197     13.000     11.734      2.940      2.841    -14.509      2.841    -14.509
1663.7500      43.070     30.670      0.409    -40.911     67.318      2.197     13.000     11.734      2.957      2.860    -14.512      2.860    -14.512
1663.8750      34.329     24.930      0.409    -40.680     67.265      2.197     13.000     11.734      2.967      2.897    -14.520      2.897    -14.520
1664.0000      28.361     21.526      0.407    -40.461     68.853      2.197     12.672     11.508      2.973      2.910    -14.533      2.910    -14.533
1664.1250      26.174     20.349      0.406    -40.204     68.583      2.197     12.672     11.508      2.970      2.885    -14.561      2.885    -14.561
1664.2500      27.123     20.752      0.409    -39.948     68.942      2.197     12.672     11.508      2.955      2.843    -14.597      2.843    -14.597
1664.3750      27.674     21.280      0.408    -39.605     69.301      2.197     12.672     11.508      2.928      2.810    -14.632      2.810    -14.632
1664.5000      28.145     21.710      0.409    -39.248     66.724      2.197     12.672     11.508      2.903      2.781    -14.652      2.781    -14.652
1664.6250      28.052     21.810      0.410    -38.889     63.880      2.197     12.672     11.508      2.884      2.747    -14.658      2.747    -14.658
1664.7500      27.160     21.469      0.408    -38.507     63.701      2.197     12.672     11.508      2.867      2.705    -14.640      2.705    -14.640
1664.8750      26.551     20.900      0.412    -38.020     64.829      2.197     12.672     11.508      2.852      2.660    -14.571      2.660    -14.571
1665.0000      26.235     20.413      0.410    -37.533     64.113      2.197     12.672     11.508      2.840      2.637    -14.451      2.637    -14.451
1665.1250      25.647     20.087      0.410    -37.160     62.293      2.197     12.672     11.508      2.835      2.659    -14.270      2.659    -14.270
1665.2500      25.280     19.796      0.410    -36.813     61.197      2.197     12.672     11.508      2.837      2.725    -14.042      2.725    -14.042
1665.3750      25.068     19.608      0.410    -36.555     60.993      2.197     12.672     11.508      2.848      2.802    -13.760      2.802    -13.760
1665.5000      24.646     19.743      0.412    -36.527     60.880      2.197     12.672     11.508      2.862      2.865    -13.423      2.865    -13.423
1665.6250      25.437     20.369      0.414    -36.476     64.290      2.197     12.672     11.508      2.873      2.906    -13.012      2.906    -13.012
1665.7500      26.140     20.947      0.417    -36.513     60.841      2.197     12.672     11.508      2.885      2.936    -12.529      2.936    -12.529
1665.8750      27.002     21.450      0.416    -36.531     62.959      2.197     12.672     11.508      2.893      2.962    -11.978      2.962    -11.978
1666.0000      27.693     21.874      0.413    -36.499     65.302      2.197     13.219     11.164      2.907      2.983    -11.379      2.983    -11.379
1666.1250      27.932     22.186      0.411    -36.401     63.527      2.197     13.219     11.164      2.930      2.998    -10.751      2.998    -10.751
1666.2500      27.815     22.280      0.413    -36.221     64.117      2.197     13.219     11.164      2.975      3.029    -10.125      3.029    -10.125
1666.3750      27.764     22.178      0.410    -36.345     64.024      2.197     13.219     11.164      3.055      3.114     -9.540      3.114     -9.540
1666.5000      27.789     22.235      0.408    -36.454     65.102      2.197     13.219     11.164      3.181      3.244     -9.018      3.244     -9.018
1666.6250      28.088     22.523      0.410    -36.430     65.469      2.197     13.219     11.164      3.327      3.388     -8.583      3.388     -8.583
1666.7500      28.753     22.987      0.413    -36.327     64.219      2.197     13.219     11.164      3.453      3.527     -8.235      3.527     -8.235
1666.8750      29.597     23.423      0.414    -36.270     61.865      2.197     13.219     11.164      3.507      3.652     -7.989      3.652     -7.989
1667.0000      29.284     23.168      0.412    -36.167     62.635      2.197     13.219     11.164      3.498      3.738     -7.829      3.738     -7.829
1667.1250      28.536     22.824      0.410    -35.996     66.761      2.197     13.219     11.164      3.482      3.754     -7.756      3.754     -7.756
1667.2500      27.820     22.696      0.409    -35.869     72.660      2.197     13.219     11.164      3.506      3.721     -7.753      3.721     -7.753
1667.3750      26.873     22.435      0.409    -35.685     76.645      2.197     13.219     11.164      3.566      3.730     -7.813      3.730     -7.813
1667.5000      26.062     22.225      0.410    -35.403     76.916      2.197     13.219     11.164      3.633      3.818     -7.906      3.818     -7.906
1667.6250      26.817     23.164      0.415    -35.120     75.192      2.197     13.219     11.164      3.680      3.953     -8.026      3.953     -8.026
1667.7500      30.344     25.336      0.416    -34.813     71.448      2.197     13.219     11.164      3.676      4.081     -8.174      4.081     -8.174
1667.8750      35.723     28.687      0.413    -34.607     70.238      2.197     13.219     11.164      3.606      4.135     -8.356      4.135     -8.356
1668.0000      42.943     33.519      0.411    -34.457     73.587      2.197      1.803    162.625      3.501      4.087     -8.568      4.087     -8.568
1668.1250      50.195     38.917      0.409    -34.402     78.091      2.197      1.803    162.625      3.390      3.957     -8.803      3.957     -8.803
1668.2500      54.776     43.111      0.406    -34.476     79.242      2.197      1.803    162.625      3.301      3.809     -9.065      3.809     -9.065
1668.3750      52.976     42.689      0.413    -34.527     78.267      2.197      1.803    162.625      3.249      3.716     -9.378      3.716     -9.378
1668.5000      47.053     38.094      0.413    -34.461     74.845      2.197      1.803    162.625      3.230      3.702     -9.730      3.702     -9.730
1668.6250      40.846     33.830      0.410    -34.384     73.965      2.197      1.803    162.625      3.240      3.774    -10.110      3.774    -10.110
1668.7500      37.463     31.527      0.411    -34.368     73.706      2.197      1.803    162.625      3.267      3.929    -10.511      3.929    -10.511
1668.8750      37.423     31.321      0.414    -34.453     72.754      2.197      1.803    162.625      3.290      4.130    -10.913      4.130    -10.913
1669.0000      38.400     31.999      0.412    -34.634     71.588      2.197      1.803    162.625      3.296      4.282    -11.304      4.282    -11.304
1669.1250      41.330     33.319      0.416    -34.839     70.716      2.197      1.803    162.625      3.283      4.327    -11.662      4.327    -11.662
1669.2500      44.440     35.694      0.417    -35.023     70.605      2.197      1.803    162.625      3.257      4.265    -11.968      4.265    -11.968
1669.3750      45.277     36.896      0.417    -35.078     71.550      2.197      1.803    162.625      3.220      4.152    -12.183      4.152    -12.183
1669.5000      45.362     37.258      0.417    -35.033     72.893      2.197      1.803    162.625      3.179      4.047    -12.322      4.047    -12.322
1669.6250      46.221     37.596      0.417    -34.986     73.422      2.197      1.803    162.625      3.138      3.964    -12.401      3.964    -12.401
1669.7500      44.783     37.238      0.418    -35.088     71.422      2.197      1.803    162.625      3.107      3.903    -12.438      3.903    -12.438
1669.8750      45.387     37.585      0.420    -34.924     67.531      2.197      1.803    162.625      3.089      3.864    -12.433      3.864    -12.433
1670.0000      46.872     38.886      0.419    -34.782     63.177      2.197      1.790    162.625      3.076      3.843    -12.404      3.843    -12.404
1670.1250      46.863     39.198      0.418    -34.615     61.607      2.197      1.790    162.625      3.063      3.826    -12.362      3.826    -12.362
1670.2500      44.202     37.539      0.416    -34.387     64.442      2.197      1.790    162.625      3.053      3.796    -12.316      3.796    -12.316
1670.3750      39.348     34.259      0.409    -34.114     70.788      2.197      1.790    162.625      3.034      3.708    -12.243      3.708    -12.243
1670.5000      35.686     31.600      0.419    -33.960     72.224      2.197      1.790    162.625      3.030      3.686    -12.227      3.686    -12.227
1670.6250      34.228     30.023      0.422    -33.981     79.219      2.197      1.790    162.625      3.023      3.645    -12.194      3.645    -12.194
1670.7500      33.911     29.550      0.424    -34.081     83.349      2.197      1.790    162.625      3.021      3.637    -12.176      3.637    -12.176
1670.8750      34.760     30.185      0.425    -34.177     88.181      2.197      1.790    162.625      3.025      3.676    -12.199      3.676    -12.199
1671.0000      36.523     31.521      0.424    -34.258     94.021      2.197      1.790    162.625      3.041      3.753    -12.270      3.753    -12.270
1671.1250      37.796     32.388      0.422    -34.463     85.970      2.197      1.790    162.625      3.081      3.865    -12.397      3.865    -12.397
1671.2500      37.358     31.726      0.421    -34.494     80.662      2.197      1.790    162.625      3.147      4.021    -12.578      4.021    -12.578
1671.3750      35.771     30.201      0.417    -34.635     73.034      2.197      1.790    162.625      3.217      4.228    -12.813      4.228    -12.813
1671.5000      34.626     28.936      0.419    -34.842     68.741      2.197      1.790    162.625      3.250      4.425    -13.076      4.425    -13.076
1671.6250      34.741     28.534      0.422    -35.073     66.944      2.197      1.790    162.625      3.233      4.525    -13.343      4.525    -13.343
1671.7500      36.339     29.143      0.418    -35.306     63.486      2.197      1.790    162.625      3.179      4.477    -13.603      4.477    -13.603
1671.8750      40.505     31.083      0.424    -35.562     66.281      2.197      1.790    162.625      3.103      4.306    -13.834      4.306    -13.834
1672.0000      44.816     34.603      0.422    -35.841     70.178      2.197      1.778    162.625      3.024      4.103    -14.021      4.103    -14.021
1672.1250      49.385     38.005      0.417    -35.988     74.668      2.197      1.778    162.625      2.950      3.907    -14.154      3.907    -14.154
1672.2500      50.514     38.305      0.415    -36.043     77.222      2.197      1.778    162.625      2.882      3.741    -14.207      3.741    -14.207
1672.3750      46.540     34.838      0.416    -36.079     76.316      2.197      1.778    162.625      2.813      3.632    -14.156      3.632    -14.156
1672.5000      40.590     31.240      0.413    -36.156     72.926      2.197      1.778    162.625      2.737      3.559    -14.033      3.559    -14.033
1672.6250      36.040     28.837      0.415    -36.156     66.977      2.197      1.778    162.625      2.657      3.465    -13.831      3.465    -13.831
1672.7500      30.994     25.914      0.414    -36.176     61.872      2.197      1.778    162.625      2.581      3.312    -13.548      3.312    -13.548
1672.8750      27.221     23.026      0.414    -36.188     58.549      2.197      1.778    162.625      2.529      3.119    -13.160      3.119    -13.160
1673.0000      24.969     20.976      0.416    -36.109     57.927      2.197      1.778    162.625      2.498      2.961    -12.693      2.961    -12.693
1673.1250      23.354     20.037      0.416    -35.916     60.058      2.197      1.778    162.625      2.487      2.866    -12.144      2.866    -12.144
1673.2500      20.556     17.655      0.416    -35.993     61.288      2.197      1.778    162.625      2.487      2.823    -11.534      2.823    -11.534
1673.3750      17.175     14.632      0.410    -36.186     62.473      2.197      1.778    162.625      2.503      2.817    -10.898      2.817    -10.898
1673.5000      14.470     12.410      0.411    -36.303     65.041      2.197      1.778    162.625      2.531      2.832    -10.256      2.832    -10.256
1673.6250      12.573     10.928      0.415    -36.368     70.006      2.197      1.778    162.625      2.588      2.871     -9.650      2.871     -9.650
1673.7500      11.398      9.976      0.417    -36.400     76.064      2.197      1.778    162.625      2.682      2.962     -9.101      2.962     -9.101
1673.8750      10.805      9.464      0.412    -36.379     79.339      2.197      1.778    162.625      2.811      3.165     -8.661      3.165     -8.661
1674.0000      10.980      9.568      0.415    -36.507     82.364      2.197      1.767    159.750      2.964      3.424     -8.338      3.424     -8.338
1674.1250      11.669     10.064      0.416    -36.656     83.062      2.197      1.767    159.750      3.133      3.645     -8.162      3.645     -8.162
1674.2500      12.355     10.681      0.416    -36.945     84.602      2.197      1.767    159.750      3.266      3.780     -8.144      3.780     -8.144
1674.3750      12.918     11.257      0.418    -37.329     85.506      2.197      1.767    159.750      3.343      3.858     -8.289      3.858     -8.289
1674.5000      13.417     11.704      0.420    -37.706     83.020      2.197      1.767    159.750      3.389      3.921     -8.568      3.921     -8.568
1674.6250      13.968     12.066      0.424    -38.040     76.917      2.197      1.767    159.750      3.412      3.947     -8.953      3.947     -8.953
1674.7500      13.505     11.501      0.423    -38.421     69.716      2.197      1.767    159.750      3.414      3.925     -9.419      3.925     -9.419
1674.8750      12.404     10.617      0.423    -38.696     64.609      2.197      1.767    159.750      3.394      3.864     -9.928      3.864     -9.928
1675.0000      11.224      9.737      0.422    -38.952     64.813      2.197      1.767    159.750      3.351      3.786    -10.419      3.786    -10.419
1675.1250      10.313      9.028      0.417    -39.255     69.578      2.197      1.767    159.750      3.282      3.703    -10.856      3.703    -10.856
1675.2500       9.712      8.488      0.413    -39.605     74.468      2.197      1.767    159.750      3.183      3.614    -11.206      3.614    -11.206
1675.3750       9.123      7.939      0.412    -39.811     80.519      2.197      1.767    159.750      3.068      3.490    -11.422      3.490    -11.422
1675.5000       9.231      7.876      0.412    -39.908     80.302      2.197      1.767    159.750      2.963      3.308    -11.517      3.308    -11.517
1675.6250       9.463      8.027      0.415    -40.079     81.580      2.197      1.767    159.750      2.881      3.096    -11.478      3.096    -11.478
1675.7500       9.781      8.306      0.419    -40.361     82.745      2.197      1.767    159.750      2.824      2.917    -11.315      2.917    -11.315
1675.8750      10.296      8.722      0.422    -40.747     81.510      2.197      1.767    159.750      2.790      2.834    -11.057      2.834    -11.057
1676.0000      11.055      9.382      0.420    -41.260     81.921      2.197    161.000    160.000      2.777      2.842    -10.772      2.842    -10.772
1676.1250      12.384     10.215      0.421    -41.994     80.413      2.197    161.000    167.000      2.788      2.924    -10.491      2.924    -10.491
1676.2500      13.438     10.846      0.424    -42.605     83.075      2.197    163.000    172.000      2.828      3.048    -10.229      3.048    -10.229
1676.3750      13.799     11.090      0.428    -43.089     83.779      2.197    167.000    177.000      2.895      3.182    -10.014      3.182    -10.014
1676.5000      13.787     11.131      0.430    -43.491     81.131      2.197    170.000    181.000      2.961      3.311     -9.836      3.311     -9.836
1676.6250      14.173     11.391      0.430    -43.861     77.564      2.197    173.000    179.000      3.023      3.439     -9.722      3.439     -9.722
1676.7500      14.722     11.925      0.433    -44.066     68.436      2.197    174.000    176.000      3.083      3.551     -9.675      3.551     -9.675
1676.8750      15.598     12.486      0.429    -44.404     63.447      2.197    174.000    173.000      3.146      3.636     -9.659      3.636     -9.659
1677.0000      17.036     13.435      0.428    -44.746     61.096      2.197    175.000    172.000      3.213      3.709     -9.638      3.709     -9.638
1677.1250      18.529     14.480      0.429    -45.047     59.851      2.197    169.000    179.000      3.276      3.782     -9.589      3.782     -9.589
1677.2500      19.125     15.001      0.430    -45.303     59.002      2.197    169.000    188.000      3.324      3.843     -9.516      3.843     -9.516
1677.3750      17.454     14.105      0.429    -45.559     59.618      2.197    173.000    188.000      3.371      3.857     -9.441      3.857     -9.441
1677.5000      15.714     12.661      0.426    -45.689     58.738      2.197    170.000    190.000      3.417      3.839     -9.385      3.839     -9.385
1677.6250      14.109     11.574      0.424    -45.837     61.826      2.197    170.000    195.000      3.458      3.826     -9.356      3.826     -9.356
1677.7500      13.012     10.770      0.421    -45.892     66.659      2.197    168.000    188.000      3.495      3.840     -9.351      3.840     -9.351
1677.8750      12.228     10.019      0.419    -45.883     71.298      2.197    166.000    174.000      3.525      3.877     -9.397      3.877     -9.397
1678.0000      11.213      9.049      0.419    -45.903     74.610      2.197    172.000    171.000      3.549      3.932     -9.480      3.932     -9.480
1678.1250       9.547      7.806      0.422    -45.878     77.328      2.197    175.000    174.000      3.566      4.005     -9.580      4.005     -9.580
1678.2500       8.650      7.203      0.426    -45.715     80.731      2.197    175.000    175.000      3.579      4.080     -9.681      4.080     -9.681
1678.3750       8.029      6.843      0.425    -45.553     84.976      2.197    172.000    177.000      3.574      4.132     -9.751      4.132     -9.751
1678.5000       7.677      6.633      0.425    -45.457     86.152      2.197    170.000    177.000      3.557      4.152     -9.775      4.152     -9.775
1678.6250       7.878      6.711      0.428    -45.480     82.709      2.197    171.000    175.000      3.552      4.137     -9.735      4.137     -9.735
1678.7500       9.179      7.467      0.429    -45.658     77.853      2.197    173.000    176.000      3.565      4.109     -9.632      4.109     -9.632
1678.8750      10.602      8.764      0.426    -45.760     80.469      2.197    172.000    183.000      3.584      4.130     -9.447      4.130     -9.447
1679.0000      11.526      9.689      0.423    -45.863     82.022      2.197    172.000    191.000      3.592      4.214     -9.220      4.214     -9.220
1679.1250      12.384     10.564      0.424    -45.906     85.242      2.197    172.000    193.000      3.592      4.312     -8.988      4.312     -8.988
1679.2500      13.183     11.241      0.427    -45.870     87.047      2.197    171.000    190.000      3.575      4.373     -8.784      4.373     -8.784
1679.3750      13.713     11.456      0.426    -45.795     83.943      2.197    171.000    184.000      3.547      4.392     -8.634      4.392     -8.634
1679.5000      13.784     11.474      0.428    -45.898     82.609      2.197    170.000    184.000      3.523      4.437     -8.552      4.437     -8.552
1679.6250      15.073     12.208      0.428    -45.953     80.805      2.197    171.000    187.000      3.504      4.537     -8.548      4.537     -8.548
1679.7500      16.455     13.119      0.429    -46.076     78.278      2.197    172.000    188.000      3.481      4.663     -8.626      4.663     -8.626
1679.8750      18.324     14.267      0.433    -46.206     74.915      2.197    172.000    187.000      3.442      4.788     -8.827      4.788     -8.827
1680.0000      20.984     15.895      0.437    -46.254     70.470      2.197    173.000    187.000      3.398      4.902     -9.129      4.902     -9.129
1680.1250      24.274     18.249      0.438    -46.150     64.846      2.197    172.000    187.000      3.383      4.981     -9.505      4.981     -9.505
1680.2500      25.442     19.430      0.434    -45.996     64.180      2.197    171.000    189.000      3.389      5.017     -9.950      5.017     -9.950
1680.3750      25.796     19.985      0.435    -45.885     63.410      2.197    171.000    190.000      3.355      5.033    -10.487      5.033    -10.487
1680.5000      26.093     20.272      0.434    -45.689     64.158      2.197    173.000    189.000      3.312      5.022    -11.085      5.022    -11.085
1680.6250      26.066     20.141      0.433    -45.404     64.406      2.197    173.000    187.000      3.289      4.948    -11.733      4.948    -11.733
1680.7500      25.272     19.500      0.433    -45.049     63.337      2.197    174.000    185.000      3.271      4.824    -12.433      4.824    -12.433
1680.8750      23.863     18.950      0.432    -44.588     68.054      2.197    169.000    185.000      3.241      4.715    -13.174      4.715    -13.174
1681.0000      23.142     18.529      0.434    -44.199     65.355      2.197    121.000    184.000      3.207      4.635    -13.924      4.635    -13.924
1681.1250      22.639     18.213      0.433    -44.019     63.252      2.197     67.000    184.000      3.172      4.569    -14.694      4.569    -14.694
1681.2500      22.556     18.129      0.432    -43.982     60.779      2.197     56.000    184.000      3.133      4.515    -15.458      4.515    -15.458
1681.3750      22.794     18.291      0.431    -44.007     57.996      2.197     53.000    182.000      3.080      4.469    -16.164      4.469    -16.164
1681.5000      22.968     18.586      0.430    -44.038     56.706      2.197     52.000    181.000      3.002      4.415    -16.800      4.415    -16.800
1681.6250      23.043     18.719      0.432    -44.141     61.552      2.197     54.000    183.000      2.896      4.319    -17.354      4.319    -17.354
1681.7500      22.865     18.854      0.430    -44.178     65.658      2.197     64.000    187.000      2.774      4.148    -17.812      4.148    -17.812
1681.8750      23.164     18.928      0.430    -44.107     69.972      2.197     48.000    181.000      2.662      3.906    -18.148      3.906    -18.148
1682.0000      23.613     18.969      0.431    -44.000     73.470      2.197     48.000    155.000      2.575      3.673    -18.395      3.673    -18.395
1682.1250      23.823     19.010      0.429    -43.938     74.451      2.197     57.000    110.000      2.519      3.508    -18.555      3.508    -18.555
1682.2500      23.969     19.020      0.429    -43.938     70.964      2.197     62.000     70.000      2.489      3.417    -18.636      3.417    -18.636
1682.3750      24.121     19.038      0.426    -43.938     72.324      2.197     88.000     66.000      2.478      3.372    -18.652      3.372    -18.652
1682.5000      24.484     19.372      0.428    -43.821     66.544      2.197    135.000     62.000      2.471      3.337    -18.639      3.337    -18.639
1682.6250      24.816     19.766      0.427    -43.681     62.644      2.197    160.000     57.000      2.480      3.301    -18.606      3.301    -18.606
1682.7500      25.045     19.959      0.423    -43.497     62.404      2.197    163.000     55.000      2.516      3.284    -18.574      3.284    -18.574
1682.8750      25.191     19.795      0.421    -43.194     62.442      2.197    151.000     62.000      2.577      3.368    -18.544      3.368    -18.544
1683.0000      24.894     19.633      0.420    -42.938     64.775      2.197    144.000     61.000      2.635      3.536    -18.517      3.536    -18.517
1683.1250      24.380     19.279      0.423    -42.906     65.827      2.197    145.000     60.000      2.709      3.630    -18.489      3.630    -18.489
1683.2500      23.617     18.901      0.423    -42.754     65.416      2.197    143.000     67.000      2.725      3.637    -18.483      3.637    -18.483
1683.3750      23.082     18.655      0.423    -42.535     65.669      2.197    144.000     89.000      2.699      3.476    -18.485      3.476    -18.485
1683.5000      23.077     18.654      0.422    -42.301     66.927      2.197    146.000    139.000      2.655      3.305    -18.492      3.305    -18.492
1683.6250      23.409     18.937      0.417    -41.968     65.745      2.197    149.000    169.000      2.623      3.157    -18.495      3.157    -18.495
1683.7500      23.472     19.063      0.421    -41.686     63.001      2.197    149.000    167.000      2.618      3.046    -18.483      3.046    -18.483
