FORWARD_TEXT_FORMAT_1.0
STDEP =   288.0000
ENDEP =  2717.0000
RLEV  =     0.1250
CURVENAME =  AC, RT, RI, RXO, CALI, DEN, CNL, GR, SP, RA2, R2M, R025, BZSP
END
#DEPTH            AC         RT         RI        RXO       CALI        DEN        CNL         GR         SP        RA2        R2M       R025       BZSP
2101.8750       3.355      3.642      0.741      0.000      1.867    -59.554      0.000      0.000    -10.754      4.054      4.054      4.873    -10.754
2102.0000       3.339      3.622      0.724      0.000      1.868    -59.610      0.000      0.000    -10.894      4.400      4.400      4.862    -10.894
2102.1250       3.334      3.603      0.719      0.000      1.868    -59.409      0.000      0.000    -11.649      4.699      4.699      4.803    -11.649
2102.2500       3.319      3.586      0.715      0.000      1.869    -59.002      0.000      0.000    -12.577      4.904      4.904      4.750    -12.577
2102.3750       3.318      3.606      0.709      0.000      1.869    -58.393      0.000      0.000    -14.579      5.015      5.015      4.712    -14.579
2102.5000       3.397      3.713      0.711      0.000      1.869    -57.535      0.000      0.000    -15.072      5.076      5.076      4.738    -15.072
2102.6250       3.538      3.841      0.713      0.000      1.868    -56.919      0.000      0.000    -16.543      5.158      5.158      4.813    -16.543
2102.7500       3.675      3.978      0.717      0.000      1.869    -56.346      0.000      0.000    -17.299      5.288      5.288      4.868    -17.299
2102.8750       3.789      4.091      0.718      0.000      1.869    -55.627      0.000      0.000    -18.538      5.446      5.446      4.941    -18.538
2103.0000       3.831      4.144      0.717      0.000      1.869    -54.866      0.000      0.000    -19.692      5.573      5.573      4.980    -19.692
2103.1250       3.785      4.130      0.715      0.000      1.869    -54.138      0.000      0.000    -20.747      5.623      5.623      4.973    -20.747
2103.2500       3.759      4.123      0.712      0.000      1.866    -53.113      0.000      0.000    -21.656      5.575      5.575      4.901    -21.656
2103.3750       3.846      4.176      0.712      0.000      1.867    -51.453      0.000      0.000    -22.967      5.433      5.433      4.641    -22.967
2103.5000       3.855      4.188      0.716      0.000      1.867    -49.422      0.000      0.000    -23.075      5.216      5.216      4.602    -23.075
2103.6250       3.811      4.140      0.720      0.000      1.866    -47.277      0.000      0.000    -23.580      4.970      4.970      4.400    -23.580
2103.7500       3.719      4.024      0.723      0.000      1.866    -45.258      0.000      0.000    -23.966      4.725      4.725      4.175    -23.966
2103.8750       3.569      3.848      0.722      0.000      1.866    -43.606      0.000      0.000    -24.357      4.497      4.497      3.828    -24.357
2104.0000       3.464      3.774      0.710      7.836      1.866    -42.478     77.000     76.000    -24.380      4.281      4.281      3.777    -24.380
2104.1250       3.619      3.950      0.704      7.600      1.867    -41.306     76.000     70.000    -24.449      4.063      4.063      3.625    -24.449
2104.2500       3.807      4.128      0.705      7.556      1.867    -39.638     73.000     64.000    -24.435      3.841      3.841      3.582    -24.435
2104.3750       3.974      4.279      0.710      7.949      1.867    -37.711     72.000     56.000    -24.254      3.625      3.625      3.511    -24.254
2104.5000       4.120      4.418      0.716      8.762      1.867    -35.914     78.000     59.000    -24.222      3.438      3.438      3.508    -24.222
2104.6250       4.261      4.524      0.714      9.691      1.867    -34.530     83.000     66.000    -23.945      3.278      3.278      3.489    -23.945
2104.7500       4.025      4.264      0.698     10.355      1.867    -33.649     86.000     70.000    -23.766      3.136      3.136      3.481    -23.766
2104.8750       3.773      4.037      0.690     10.572      1.867    -33.165     98.000     70.000    -23.558      3.002      3.002      3.476    -23.558
2105.0000       3.676      3.949      0.689     10.580      1.868    -33.028    100.000     59.000    -23.252      2.888      2.888      3.481    -23.252
2105.1250       3.732      3.989      0.690     10.598      1.868    -33.112     85.000     50.000    -22.731      2.804      2.804      3.514    -22.731
2105.2500       3.828      4.072      0.689     10.756      1.866    -33.214     82.000     48.000    -22.417      2.742      2.742      3.537    -22.417
2105.3750       3.901      4.170      0.688     11.040      1.867    -32.855     90.000     45.000    -22.045      2.686      2.686      3.575    -22.045
2105.5000       4.018      4.290      0.692     11.295      1.867    -32.314     88.000     49.000    -21.524      2.618      2.618      3.619    -21.524
2105.6250       4.088      4.376      0.693     11.469      1.867    -31.989     87.000     43.000    -20.659      2.543      2.543      3.650    -20.659
2105.7500       4.127      4.433      0.694     11.588      1.867    -31.717     89.000     44.000    -20.136      2.476      2.476      3.660    -20.136
2105.8750       4.139      4.452      0.696     11.644      1.867    -31.323     89.000     50.000    -18.861      2.425      2.425      3.653    -18.861
2106.0000       4.083      4.392      0.695     11.587      1.867    -30.811    342.500     11.844    -18.679      2.382      2.382      3.658    -18.679
2106.1250       4.038      4.294      0.692     11.391      1.868    -30.349    342.500     11.844    -17.747      2.335      2.335      3.690    -17.747
2106.2500       3.864      4.030      0.688     11.039      1.867    -30.049    342.500     11.844    -16.738      2.290      2.290      3.752    -16.738
2106.3750       3.548      3.701      0.685     10.489      1.867    -30.083    342.500     11.844    -14.811      2.268      2.268      3.916    -14.811
2106.5000       3.339      3.521      0.675      9.880      1.867    -30.500    342.500     11.844    -14.592      2.303      2.303      3.936    -14.592
2106.6250       3.455      3.618      0.650      9.450      1.867    -31.270    342.500     11.844    -13.116      2.397      2.397      4.074    -13.116
2106.7500       3.379      3.510      0.619      9.444      1.867    -32.399    342.500     11.844    -12.298      2.534      2.534      4.155    -12.298
2106.8750       3.398      3.545      0.654      9.990      1.867    -33.571    342.500     11.844    -11.565      2.686      2.686      4.219    -11.565
2107.0000       3.741      3.867      0.675     10.810      1.867    -34.963    342.500     11.844    -10.804      2.831      2.831      4.304    -10.804
2107.1250       4.092      4.235      0.680     11.658      1.868    -36.233    342.500     11.844    -10.027      2.967      2.967      4.499    -10.027
2107.2500       4.303      4.503      0.681     12.456      1.868    -36.961    342.500     11.844     -9.650      3.095      3.095      4.622     -9.650
2107.3750       4.558      4.736      0.693     13.348      1.868    -36.790    342.500     11.844     -9.449      3.218      3.218      4.689     -9.449
2107.5000       5.055      5.227      0.695     14.281      1.868    -36.124    342.500     11.844     -9.357      3.338      3.338      4.746     -9.357
2107.6250       5.117      5.261      0.699     14.992      1.868    -35.415    342.500     11.844     -9.544      3.454      3.454      4.810     -9.544
2107.7500       4.786      4.916      0.698     15.285      1.868    -34.942    342.500     11.844     -9.711      3.571      3.571      4.843     -9.711
2107.8750       4.314      4.468      0.694     15.058      1.868    -34.731    342.500     11.844    -10.388      3.692      3.692      4.884    -10.388
2108.0000       3.992      4.201      0.689     14.375      1.868    -34.632    342.500     11.844    -10.498      3.818      3.818      4.888    -10.498
2108.1250       3.991      4.169      0.687     13.354      1.868    -34.273    342.500     11.844    -11.372      3.932      3.932      4.948    -11.372
2108.2500       3.869      4.035      0.685     12.300      1.868    -33.674    342.500     11.844    -11.913      4.031      4.031      4.995    -11.913
2108.3750       3.761      3.892      0.685     11.526      1.869    -33.022    342.500     11.844    -12.530      4.125      4.125      5.050    -12.530
2108.5000       3.799      3.914      0.680     11.004      1.869    -32.611    342.500     11.844    -13.353      4.248      4.248      5.109    -13.353
2108.6250       3.960      4.081      0.667     10.672      1.868    -32.500    342.500     11.844    -14.226      4.416      4.416      5.175    -14.226
2108.7500       4.077      4.191      0.650     10.506      1.869    -30.885    342.500     11.844    -15.148      4.622      4.622      5.215    -15.148
2108.8750       4.140      4.227      0.674     10.518      1.869     -4.219    342.500     11.844    -16.093      4.838      4.838      5.212    -16.093
2109.0000       4.534      4.613      0.682     10.710      1.868    -21.578    342.500     11.844    -17.605      5.031      5.031      5.185    -17.605
2109.1250       4.534      4.692      0.681     11.037      1.867    -30.803    342.500     11.844    -18.326      5.186      5.186      5.156    -18.326
2109.2500       4.200      4.408      0.677     11.315      1.866    -30.003    342.500     11.844    -19.044      5.290      5.290      5.127    -19.044
2109.3750       3.841      3.978      0.674     11.223      1.866    -29.262    342.500     11.844    -19.722      5.333      5.333      5.031    -19.722
2109.5000       3.746      3.798      0.671     11.107      1.866    -28.647    342.500     11.844    -20.954      5.297      5.297      4.921    -20.954
2109.6250       3.467      3.528      0.659     10.818      1.865    -28.823    342.500     11.844    -21.440      5.213      5.213      4.929    -21.440
2109.7500       3.406      3.515      0.659     10.594      1.865    -29.181    342.500     11.844    -21.923      5.116      5.116      4.937    -21.923
2109.8750       3.613      3.753      0.654     10.510      1.865    -29.456    342.500     11.844    -22.308      5.038      5.038      4.938    -22.308
2110.0000       3.943      4.076      0.649     10.542      1.865    -29.594    344.000     11.734    -22.912      4.984      4.984      4.852    -22.912
2110.1250       4.171      4.264      0.664     10.797      1.866    -29.670    344.000     11.734    -23.120      4.922      4.922      4.764    -23.120
2110.2500       4.395      4.462      0.685     11.392      1.866    -29.465    344.000     11.734    -23.326      4.830      4.830      4.676    -23.326
2110.3750       4.553      4.627      0.683     12.141      1.866    -29.171    344.000     11.734    -23.479      4.714      4.714      4.585    -23.479
2110.5000       4.425      4.527      0.680     12.584      1.865    -29.262    344.000     11.734    -23.638      4.611      4.611      4.498    -23.638
2110.6250       4.190      4.304      0.680     12.591      1.864    -29.614    344.000     11.734    -23.824      4.546      4.546      4.452    -23.824
2110.7500       4.063      4.157      0.684     12.447      1.864    -30.046    344.000     11.734    -23.918      4.516      4.516      4.440    -23.918
2110.8750       4.132      4.199      0.695     12.550      1.864    -30.558    344.000     11.734    -23.997      4.498      4.498      4.441    -23.997
2111.0000       4.198      4.282      0.689     12.873      1.866    -30.766    344.000     11.734    -24.086      4.459      4.459      4.442    -24.086
2111.1250       4.240      4.324      0.691     13.206      1.866    -30.852    344.000     11.734    -24.187      4.389      4.389      4.409    -24.187
2111.2500       4.288      4.348      0.692     13.388      1.866    -30.563    344.000     11.734    -24.241      4.301      4.301      4.382    -24.241
2111.3750       4.278      4.286      0.690     13.394      1.866    -30.068    344.000     11.734    -24.284      4.211      4.211      4.349    -24.284
2111.5000       4.113      4.060      0.685     13.291      1.866    -29.774    344.000     11.734    -24.328      4.129      4.129      4.315    -24.328
2111.6250       3.802      3.832      0.681     13.110      1.866    -29.979    344.000     11.734    -24.385      4.053      4.053      4.323    -24.385
2111.7500       3.709      3.743      0.676     12.913      1.865    -30.414    344.000     11.734    -24.418      3.982      3.982      4.344    -24.418
2111.8750       3.684      3.726      0.667     12.766      1.865    -30.980    344.000     11.734    -24.449      3.917      3.917      4.371    -24.449
2112.0000       3.693      3.743      0.667      0.000      1.865    -31.477      0.000      0.000    -24.492      3.851      3.851      4.393    -24.492
2112.1250       3.751      3.798      0.677      0.000      1.864    -31.702      0.000      0.000    -24.513      3.773      3.773      4.366    -24.513
2112.2500       3.909      3.950      0.684      0.000      1.864    -31.492      0.000      0.000    -24.534      3.670      3.670      4.339    -24.534
2112.3750       3.817      3.851      0.683      0.000      1.864    -31.030      0.000      0.000    -24.534      3.537      3.537      4.291    -24.534
2112.5000       3.730      3.795      0.680      0.000      1.864    -31.019      0.000      0.000    -24.525      3.397      3.397      4.229    -24.525
2112.6250       3.712      3.765      0.675      0.000      1.864    -31.479      0.000      0.000    -24.498      3.290      3.290      4.151    -24.498
2112.7500       3.744      3.773      0.671      0.000      1.864    -32.178      0.000      0.000    -24.479      3.242      3.242      4.111    -24.479
2112.8750       3.796      3.834      0.673      0.000      1.864    -32.860      0.000      0.000    -24.443      3.254      3.254      4.089    -24.443
2113.0000       3.931      3.938      0.681      0.000      1.866    -33.629      0.000      0.000    -24.395      3.297      3.297      4.069    -24.395
2113.1250       3.974      4.010      0.682      0.000      1.865    -34.114      0.000      0.000    -24.345      3.308      3.308      4.055    -24.345
2113.2500       3.928      3.990      0.685      0.000      1.864    -34.322      0.000      0.000    -24.322      3.253      3.253      4.047    -24.322
2113.3750       3.851      3.936      0.686      0.000      1.864    -34.276      0.000      0.000    -24.290      3.135      3.135      4.036    -24.290
2113.5000       3.814      3.915      0.684      0.000      1.865    -34.057      0.000      0.000    -24.244      2.999      2.999      4.036    -24.244
2113.6250       3.874      3.978      0.680      0.000      1.866    -33.798      0.000      0.000    -24.199      2.918      2.918      4.050    -24.199
2113.7500       3.917      4.023      0.679      0.000      1.865    -33.490      0.000      0.000    -24.171      2.927      2.927      4.070    -24.171
2113.8750       3.947      4.055      0.682      0.000      1.864    -33.522      0.000      0.000    -24.125      3.019      3.019      4.111    -24.125
2114.0000       3.991      4.082      0.685      0.000      1.864    -33.656      0.000      0.000    -24.035      3.135      3.135      4.153    -24.035
2114.1250       4.036      4.118      0.686      0.000      1.864    -33.630      0.000      0.000    -23.912      3.205      3.205      4.191    -23.912
2114.2500       4.055      4.158      0.685      0.000      1.864    -28.775      0.000      0.000    -23.747      3.198      3.198      4.232    -23.747
2114.3750       4.012      4.122      0.682      0.000      1.864     -1.391      0.000      0.000    -23.692      3.118      3.118      4.245    -23.692
2114.5000       3.995      4.125      0.682      0.000      1.864    -24.193      0.000      0.000    -23.535      3.008      3.008      4.275    -23.535
2114.6250       3.815      3.926      0.682      0.000      1.864    -30.800      0.000      0.000    -23.348      2.936      2.936      4.306    -23.348
2114.7500       3.639      3.740      0.681      0.000      1.864    -30.730      0.000      0.000    -23.142      2.941      2.941      4.336    -23.142
2114.8750       3.526      3.644      0.676      0.000      1.864    -31.010      0.000      0.000    -22.936      3.034      3.034      4.361    -22.936
2115.0000       3.434      3.573      0.665      0.000      1.864    -31.449      0.000      0.000    -22.707      3.181      3.181      4.390    -22.707
2115.1250       3.524      3.647      0.656      0.000      1.864    -31.603      0.000      0.000    -22.481      3.313      3.313      4.423    -22.481
2115.2500       3.621      3.725      0.685      0.000      1.864    -31.142      0.000      0.000    -22.118      3.389      3.389      4.502    -22.118
2115.3750       3.664      3.778      0.702      0.000      1.865    -30.612      0.000      0.000    -22.027      3.409      3.409      4.524    -22.027
2115.5000       3.636      3.786      0.703      0.000      1.866    -30.334      0.000      0.000    -21.807      3.415      3.415      4.596    -21.807
2115.6250       3.576      3.762      0.695      0.000      1.864    -30.415      0.000      0.000    -21.600      3.458      3.458      4.678    -21.600
2115.7500       3.614      3.787      0.679      0.000      1.864    -30.621      0.000      0.000    -21.306      3.557      3.557      4.809    -21.306
2115.8750       3.663      3.837      0.693      0.000      1.864    -30.976      0.000      0.000    -21.234      3.694      3.694      4.841    -21.234
2116.0000       3.783      3.951      0.705      0.000      1.864    -31.608      0.000      0.000    -21.104      3.820      3.820      4.893    -21.104
2116.1250       3.829      4.001      0.710      0.000      1.864    -32.270      0.000      0.000    -21.017      3.908      3.908      4.930    -21.017
2116.2500       3.765      3.966      0.709      0.000      1.864    -32.803      0.000      0.000    -21.022      3.961      3.961      4.926    -21.022
2116.3750       3.647      3.898      0.705      0.000      1.864    -33.186      0.000      0.000    -21.033      3.997      3.997      4.922    -21.033
2116.5000       3.575      3.826      0.711      0.000      1.864    -33.802      0.000      0.000    -21.213      4.038      4.038      4.896    -21.213
2116.6250       3.585      3.855      0.712      0.000      1.864    -34.462      0.000      0.000    -21.478      4.097      4.097      4.887    -21.478
2116.7500       3.610      3.872      0.721      0.000      1.864    -34.993      0.000      0.000    -21.666      4.183      4.183      4.925    -21.666
2116.8750       3.591      3.845      0.727      0.000      1.864    -35.477      0.000      0.000    -22.021      4.304      4.304      5.021    -22.021
2117.0000       3.501      3.769      0.724      0.000      1.864    -36.071      0.000      0.000    -22.436      4.439      4.439      5.133    -22.436
2117.1250       3.375      3.662      0.726      0.000      1.864    -36.944      0.000      0.000    -22.863      4.537      4.537      5.243    -22.863
2117.2500       3.361      3.624      0.718      0.000      1.864    -38.072      0.000      0.000    -23.528      4.551      4.551      5.298    -23.528
2117.3750       3.371      3.588      0.719      0.000      1.864    -39.281      0.000      0.000    -23.693      4.471      4.471      5.303    -23.693
2117.5000       3.297      3.500      0.723      0.000      1.864    -40.684      0.000      0.000    -24.036      4.329      4.329      5.213    -24.036
2117.6250       3.209      3.432      0.723      0.000      1.864    -42.347      0.000      0.000    -24.324      4.199      4.199      5.092    -24.324
2117.7500       3.225      3.471      0.714      0.000      1.864    -44.251      0.000      0.000    -24.539      4.118      4.118      4.962    -24.539
2117.8750       3.214      3.481      0.708      0.000      1.864    -46.200      0.000      0.000    -24.772      4.085      4.085      4.742    -24.772
2118.0000       3.279      3.615      0.706      0.000      1.866    -47.962      0.000      0.000    -24.787      4.075      4.075      4.718    -24.787
2118.1250       3.542      3.927      0.722      0.000      1.865    -49.422      0.000      0.000    -24.861      4.054      4.054      4.600    -24.861
2118.2500       3.835      4.238      0.737      0.000      1.864    -50.610      0.000      0.000    -24.906      4.008      4.008      4.493    -24.906
2118.3750       4.023      4.427      0.747      0.000      1.864    -51.648      0.000      0.000    -24.931      3.942      3.942      4.371    -24.931
2118.5000       4.071      4.494      0.761      0.000      1.864    -52.724      0.000      0.000    -24.931      3.880      3.880      4.367    -24.931
2118.6250       3.916      4.369      0.751      0.000      1.864    -53.904      0.000      0.000    -24.928      3.848      3.848      4.351    -24.928
2118.7500       3.641      4.116      0.741      0.000      1.864    -55.042      0.000      0.000    -24.929      3.858      3.858      4.350    -24.929
2118.8750       3.486      3.942      0.748      0.000      1.865    -56.292      0.000      0.000    -24.937      3.902      3.902      4.348    -24.937
2119.0000       3.465      3.902      0.754      0.000      1.866    -57.683      0.000      0.000    -24.935      3.958      3.958      4.347    -24.935
2119.1250       3.506      3.956      0.741      0.000      1.866    -59.114      0.000      0.000    -24.925      4.009      4.009      4.347    -24.925
2119.2500       3.557      4.008      0.733      0.000      1.866    -60.242      0.000      0.000    -24.909      4.051      4.051      4.350    -24.909
2119.3750       3.623      4.077      0.733      0.000      1.866    -61.274      0.000      0.000    -24.888      4.087      4.087      4.373    -24.888
2119.5000       3.673      4.084      0.730      0.000      1.866    -62.410      0.000      0.000    -24.885      4.107      4.107      4.382    -24.885
2119.6250       3.636      4.037      0.728      0.000      1.867    -63.587      0.000      0.000    -24.876      4.105      4.105      4.408    -24.876
2119.7500       3.551      3.981      0.730      0.000      1.867    -64.781      0.000      0.000    -24.862      4.079      4.079      4.421    -24.862
2119.8750       3.544      3.974      0.734      0.000      1.864    -65.987      0.000      0.000    -24.833      4.032      4.032      4.437    -24.833
2120.0000       3.489      3.913      0.736      0.000      1.864    -66.808      0.000      0.000    -24.809      3.965      3.965      4.449    -24.809
2120.1250       3.442      3.877      0.736      0.000      1.864    -67.283      0.000      0.000    -24.772      3.887      3.887      4.456    -24.772
2120.2500       3.430      3.876      0.730      0.000      1.864    -67.246      0.000      0.000    -24.754      3.801      3.801      4.450    -24.754
2120.3750       3.402      3.855      0.723      0.000      1.864    -66.897      0.000      0.000    -24.717      3.721      3.721      4.434    -24.717
2120.5000       3.327      3.780      0.719      0.000      1.864    -66.458      0.000      0.000    -24.655      3.680      3.680      4.418    -24.655
2120.6250       3.270      3.719      0.712      0.000      1.864    -65.894      0.000      0.000    -24.580      3.681      3.681      4.404    -24.580
2120.7500       3.287      3.761      0.712      0.000      1.864    -64.838      0.000      0.000    -24.491      3.704      3.704      4.388    -24.491
2120.8750       3.341      3.838      0.710      0.000      1.864    -63.532      0.000      0.000    -24.278      3.710      3.710      4.336    -24.278
2121.0000       3.470      3.970      0.711      0.000      1.864    -61.797      0.000      0.000    -24.211      3.670      3.670      4.322    -24.211
2121.1250       3.652      4.143      0.716      0.000      1.864    -59.479      0.000      0.000    -24.010      3.603      3.603      4.279    -24.010
2121.2500       3.809      4.309      0.725      0.000      1.864    -56.488      0.000      0.000    -23.881      3.536      3.536      4.262    -23.881
2121.3750       3.874      4.392      0.732      0.000      1.864    -52.796      0.000      0.000    -23.643      3.487      3.487      4.237    -23.643
2121.5000       3.768      4.276      0.727      0.000      1.864    -48.970      0.000      0.000    -23.293      3.455      3.455      4.207    -23.293
2121.6250       3.484      3.933      0.725      0.000      1.864    -45.624      0.000      0.000    -22.881      3.418      3.418      4.180    -22.881
2121.7500       3.159      3.534      0.723      0.000      1.864    -43.195      0.000      0.000    -22.643      3.368      3.368      4.176    -22.643
2121.8750       2.923      3.244      0.714      0.000      1.864    -41.959      0.000      0.000    -22.210      3.304      3.304      4.178    -22.210
2122.0000       2.817      3.140      0.697      0.000      1.864    -42.061      0.000      0.000    -21.578      3.221      3.221      4.202    -21.578
2122.1250       2.769      3.083      0.689      0.000      1.864    -42.875      0.000      0.000    -20.893      3.121      3.121      4.226    -20.893
2122.2500       2.791      3.105      0.697      0.000      1.864    -43.735      0.000      0.000    -20.508      3.018      3.018      4.231    -20.508
2122.3750       2.915      3.243      0.708      0.000      1.864    -44.437      0.000      0.000    -19.843      2.947      2.947      4.226    -19.843
2122.5000       3.100      3.453      0.712      0.000      1.864    -44.813      0.000      0.000    -19.004      2.959      2.959      4.201    -19.004
2122.6250       3.273      3.650      0.708      0.000      1.864    -44.830      0.000      0.000    -18.154      3.047      3.047      4.171    -18.154
2122.7500       3.405      3.824      0.714      0.000      1.864    -44.984      0.000      0.000    -17.741      3.189      3.189      4.165    -17.741
2122.8750       3.662      4.101      0.718      0.000      1.864    -44.908      0.000      0.000    -16.653      3.354      3.354      4.224    -16.653
2123.0000       3.880      4.375      0.716      0.000      1.864    -44.806      0.000      0.000    -16.564      3.526      3.526      4.242    -16.564
2123.1250       3.974      4.519      0.716      0.000      1.864    -44.703      0.000      0.000    -16.162      3.696      3.696      4.347    -16.162
2123.2500       3.944      4.501      0.721      0.000      1.864    -44.552      0.000      0.000    -15.892      3.855      3.855      4.507    -15.892
2123.3750       3.891      4.438      0.719      0.000      1.864    -44.254      0.000      0.000    -15.781      3.999      3.999      4.820    -15.781
2123.5000       3.738      4.208      0.711      0.000      1.864    -44.459      0.000      0.000    -15.816      4.133      4.133      4.836    -15.816
2123.6250       3.577      4.025      0.710      0.000      1.864    -44.993      0.000      0.000    -16.040      4.267      4.267      4.909    -16.040
2123.7500       3.505      3.940      0.703      0.000      1.864    -45.996      0.000      0.000    -16.402      4.395      4.395      4.978    -16.402
2123.8750       3.455      3.884      0.693      0.000      1.864    -47.273      0.000      0.000    -17.318      4.495      4.495      5.093    -17.318
2124.0000       3.342      3.784      0.691      0.000      1.864    -48.512      0.000      0.000    -17.553      4.537      4.537      5.127    -17.553
2124.1250       3.338      3.774      0.700      0.000      1.864    -49.486      0.000      0.000    -18.257      4.534      4.534      5.230    -18.257
2124.2500       3.411      3.845      0.698      0.000      1.864    -49.657      0.000      0.000    -18.633      4.513      4.513      5.284    -18.633
2124.3750       3.394      3.840      0.698      0.000      1.864    -49.435      0.000      0.000    -19.258      4.490      4.490      5.342    -19.258
2124.5000       3.354      3.810      0.699      0.000      1.864    -49.250      0.000      0.000    -19.851      4.458      4.458      5.305    -19.851
2124.6250       3.376      3.842      0.702      0.000      1.864    -49.236      0.000      0.000    -20.390      4.403      4.403      5.178    -20.390
2124.7500       3.522      4.021      0.708      0.000      1.864    -49.171      0.000      0.000    -20.873      4.323      4.323      4.989    -20.873
2124.8750       3.687      4.214      0.696      0.000      1.864    -48.812      0.000      0.000    -21.582      4.225      4.225      4.647    -21.582
2125.0000       3.767      4.284      0.697      0.000      1.864    -47.903      0.000      0.000    -21.706      4.119      4.119      4.595    -21.706
2125.1250       3.893      4.444      0.704      0.000      1.864    -46.503      0.000      0.000    -22.076      4.017      4.017      4.440    -22.076
2125.2500       4.100      4.692      0.708      0.000      1.864    -44.763      0.000      0.000    -22.209      3.929      3.929      4.395    -22.209
2125.3750       4.288      4.877      0.705      0.000      1.864    -42.978      0.000      0.000    -22.503      3.864      3.864      4.296    -22.503
2125.5000       4.098      4.634      0.708      0.000      1.864    -41.748      0.000      0.000    -22.533      3.830      3.830      4.282    -22.533
2125.6250       3.860      4.436      0.708      0.000      1.864    -41.492      0.000      0.000    -22.625      3.833      3.833      4.240    -22.625
2125.7500       3.751      4.299      0.698      0.000      1.864    -41.475      0.000      0.000    -22.634      3.873      3.873      4.217    -22.634
2125.8750       3.578      4.100      0.684      0.000      1.864    -41.421      0.000      0.000    -22.576      3.937      3.937      4.135    -22.576
2126.0000       3.339      3.840      0.677      0.000      1.864    -41.298      0.000      0.000    -22.518      3.989      3.989      4.114    -22.518
2126.1250       3.215      3.643      0.689      0.000      1.864    -41.243      0.000      0.000    -22.344      3.997      3.997      4.053    -22.344
2126.2500       3.288      3.692      0.690      0.000      1.864    -41.140      0.000      0.000    -22.221      3.945      3.945      4.019    -22.221
2126.3750       3.252      3.651      0.693      0.000      1.864    -41.694      0.000      0.000    -21.728      3.837      3.837      3.919    -21.728
2126.5000       3.219      3.607      0.694      0.000      1.864    -42.979      0.000      0.000    -21.658      3.681      3.681      3.910    -21.658
2126.6250       3.213      3.587      0.695      0.000      1.864    -45.196      0.000      0.000    -21.102      3.503      3.503      3.868    -21.102
2126.7500       3.244      3.609      0.696      0.000      1.864    -48.455      0.000      0.000    -20.758      3.319      3.319      3.853    -20.758
2126.8750       3.325      3.721      0.697      0.000      1.864    -52.660      0.000      0.000    -19.929      3.149      3.149      3.894    -19.929
2127.0000       3.334      3.765      0.695      0.000      1.864    -56.764      0.000      0.000    -19.813      3.023      3.023      3.906    -19.813
2127.1250       3.345      3.815      0.698      0.000      1.864    -60.004      0.000      0.000    -18.970      2.949      2.949      4.012    -18.970
2127.2500       3.366      3.862      0.697      0.000      1.864    -62.177      0.000      0.000    -18.477      2.926      2.926      4.080    -18.477
2127.3750       3.348      3.849      0.691      0.000      1.864    -63.286      0.000      0.000    -17.946      2.934      2.934      4.164    -17.946
2127.5000       3.227      3.716      0.684      0.000      1.864    -63.443      0.000      0.000    -17.273      2.937      2.937      4.271    -17.273
2127.6250       3.066      3.597      0.681      0.000      1.864    -62.263      0.000      0.000    -16.594      2.915      2.915      4.359    -16.594
2127.7500       3.057      3.578      0.671      0.000      1.864    -60.178      0.000      0.000    -15.925      2.877      2.877      4.440    -15.925
2127.8750       3.086      3.592      0.670      0.000      1.865    -57.803      0.000      0.000    -14.780      2.856      2.856      4.610    -14.780
2128.0000       3.175      3.657      0.674      0.000      1.866    -55.227      0.000      0.000    -14.666      2.901      2.901      4.635    -14.666
2128.1250       3.300      3.760      0.678      0.000      1.866    -52.451      0.000      0.000    -13.922      3.019      3.019      4.818    -13.922
2128.2500       3.339      3.819      0.686      0.000      1.867    -49.429      0.000      0.000    -13.524      3.193      3.193      4.927    -13.524
2128.3750       3.242      3.694      0.683      0.000      1.866    -47.275      0.000      0.000    -12.889      3.389      3.389      5.120    -12.889
2128.5000       3.108      3.556      0.680      0.000      1.866    -46.571      0.000      0.000    -12.827      3.562      3.562      5.139    -12.827
2128.6250       3.052      3.483      0.671      0.000      1.866    -47.135      0.000      0.000    -12.456      3.694      3.694      5.241    -12.456
2128.7500       3.083      3.505      0.663      0.000      1.866    -48.419      0.000      0.000    -12.273      3.789      3.789      5.286    -12.273
2128.8750       3.171      3.642      0.667      0.000      1.866    -49.718      0.000      0.000    -12.151      3.869      3.869      5.295    -12.151
2129.0000       3.426      4.004      0.672      0.000      1.864    -50.436      0.000      0.000    -12.072      3.958      3.958      5.292    -12.072
2129.1250       3.701      4.317      0.675      0.000      1.866    -50.593      0.000      0.000    -12.127      4.057      4.057      5.270    -12.127
2129.2500       3.845      4.475      0.681      0.000      1.866    -50.448      0.000      0.000    -12.200      4.149      4.149      5.255    -12.200
2129.3750       3.847      4.509      0.685      0.000      1.866    -50.288      0.000      0.000    -12.389      4.224      4.224      5.245    -12.389
2129.5000       3.769      4.467      0.686      0.000      1.866    -50.237      0.000      0.000    -12.761      4.294      4.294      5.220    -12.761
2129.6250       3.729      4.374      0.689      0.000      1.867    -50.181      0.000      0.000    -13.256      4.400      4.400      5.190    -13.256
2129.7500       3.602      4.197      0.690      0.000      1.868    -49.976      0.000      0.000    -13.864      4.572      4.572      5.174    -13.864
2129.8750       3.493      4.081      0.699      0.000      1.868    -49.562      0.000      0.000    -15.226      4.812      4.812      5.134    -15.226
2130.0000       3.417      3.996      0.702      0.000      1.868    -48.978      0.000      0.000    -15.394      5.092      5.092      5.129    -15.394
