FORWARD_TEXT_FORMAT_1.0
STDEP =   333.5000
ENDEP =  2716.8501
RLEV  =     0.1250
CURVENAME =  SP, R2M, R025, CNL, DEN, GR, RT, RI, RXO, AC, C1, C2, BZSP, RA2
END
#DEPTH            SP        R2M       R025        CNL        DEN         GR         RT         RI        RXO         AC         C1         C2       BZSP        RA2
1758.6250      -6.687      3.203      2.481  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -6.687      3.203
1758.7500      -6.521      3.418      2.360  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -6.521      3.418
1758.8750      -6.313      3.609      2.276  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -6.313      3.609
1759.0000      -6.044      3.660      2.237  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -6.044      3.660
1759.1250      -5.709      3.640      2.216  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -5.709      3.640
1759.2500      -5.321      4.005      2.217  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -5.321      4.005
1759.3750      -4.902      5.147      2.218  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.902      5.147
1759.5000      -4.497      5.448      2.291  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.497      5.448
1759.6250      -4.161      5.338      2.389  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.161      5.338
1759.7500      -3.925      5.197      2.467  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -3.925      5.197
1759.8750      -3.806      5.137      2.496  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -3.806      5.137
1760.0000      -3.804      4.795      2.470  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -3.804      4.795
1760.1250      -3.932      3.689      2.550  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -3.932      3.689
1760.2500      -4.132      3.282      2.616  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.132      3.282
1760.3750      -4.357      3.211      2.634  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.357      3.211
1760.5000      -4.573      3.225      2.636  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.573      3.225
1760.6250      -4.757      3.206      2.654  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.757      3.206
1760.7500      -4.891      3.187      2.663  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.891      3.187
1760.8750      -4.944      3.121      2.656  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.944      3.121
1761.0000      -4.936      3.141      2.616  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.936      3.141
1761.1250      -4.879      3.145      2.577  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.879      3.145
1761.2500      -4.778      3.129      2.552  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.778      3.129
1761.3750      -4.646      3.123      2.542  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.646      3.123
1761.5000      -4.504      3.123      2.533  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.504      3.123
1761.6250      -4.368      3.152      2.539  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.368      3.152
1761.7500      -4.249      3.161      2.582  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.249      3.161
1761.8750      -4.157      3.180      2.642  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.157      3.180
1762.0000      -4.101      3.225      2.702  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.101      3.225
1762.1250      -4.080      3.289      2.749  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.080      3.289
1762.2500      -4.073      3.335      2.764  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.073      3.335
1762.3750      -4.087      3.390      2.674  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.087      3.390
1762.5000      -4.110      3.400      2.616  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.110      3.400
1762.6250      -4.134      3.398      2.601  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.134      3.398
1762.7500      -4.159      3.447      2.571  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.159      3.447
1762.8750      -4.192      3.544      2.491  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.192      3.544
1763.0000      -4.249      3.526      2.449  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.249      3.526
1763.1250      -4.332      3.555      2.497  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.332      3.555
1763.2500      -4.433      3.572      2.486  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.433      3.572
1763.3750      -4.548      3.615      2.431  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.548      3.615
1763.5000      -4.663      3.581      2.387  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.663      3.581
1763.6250      -4.755      3.434      2.394  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.755      3.434
1763.7500      -4.805      3.407      2.429  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.805      3.407
1763.8750      -4.768      3.313      2.464  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.768      3.313
1764.0000      -4.636      3.328      2.507  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.636      3.328
1764.1250      -4.400      3.306      2.557  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.400      3.306
1764.2500      -4.061      3.271      2.604  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.061      3.271
1764.3750      -3.621      3.284      2.638  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -3.621      3.284
1764.5000      -3.085      3.307      2.663  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -3.085      3.307
1764.6250      -2.477      3.693      2.655  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -2.477      3.693
1764.7500      -1.854      3.725      2.667  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -1.854      3.725
1764.8750      -1.244      3.751      2.642  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -1.244      3.751
1765.0000      -0.675      3.838      2.614  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -0.675      3.838
1765.1250      -0.172      3.929      2.618  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -0.172      3.929
1765.2500       0.246      3.995      2.601  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.246      3.995
1765.3750       0.562      3.710      2.584  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.562      3.710
1765.5000       0.806      3.645      2.551  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.806      3.645
1765.6250       0.992      3.608      2.563  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.992      3.608
1765.7500       1.133      3.539      2.611  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.133      3.539
1765.8750       1.246      3.458      2.658  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.246      3.458
1766.0000       1.341      3.413      2.684  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.341      3.413
1766.1250       1.419      3.376      2.638  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.419      3.376
1766.2500       1.475      3.404      2.607  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.475      3.404
1766.3750       1.510      3.535      2.585  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.510      3.535
1766.5000       1.521      3.731      2.547  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.521      3.731
1766.6250       1.503      3.938      2.494  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.503      3.938
1766.7500       1.457      4.151      2.495  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.457      4.151
1766.8750       1.378      4.329      2.572  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.378      4.329
1767.0000       1.282      4.536      2.726  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.282      4.536
1767.1250       1.171      4.664      2.789  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.171      4.664
1767.2500       1.045      4.739      2.817  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.045      4.739
1767.3750       0.908      4.813      2.883  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.908      4.813
1767.5000       0.752      4.860      2.862  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.752      4.860
1767.6250       0.564      4.843      2.860  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.564      4.843
1767.7500       0.362      4.766      2.812  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.362      4.766
1767.8750       0.154      4.713      2.787  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.154      4.713
1768.0000      -0.060      4.676      2.746  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -0.060      4.676
1768.1250      -0.279      4.608      2.662  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -0.279      4.608
1768.2500      -0.494      4.493      2.631  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -0.494      4.493
1768.3750      -0.678      4.642      2.636  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -0.678      4.642
1768.5000      -0.864      4.979      2.641  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -0.864      4.979
1768.6250      -1.066      5.411      2.684  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -1.066      5.411
1768.7500      -1.291      5.804      2.770  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -1.291      5.804
1768.8750      -1.542      6.134      2.863  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -1.542      6.134
1769.0000      -1.815      6.634      2.889  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -1.815      6.634
1769.1250      -2.127      6.620      2.917  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -2.127      6.620
1769.2500      -2.442      6.400      2.886  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -2.442      6.400
1769.3750      -2.756      6.423      2.882  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -2.756      6.423
1769.5000      -3.049      6.631      2.872  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -3.049      6.631
1769.6250      -3.311      6.767      2.819  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -3.311      6.767
1769.7500      -3.549      6.679      2.809  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -3.549      6.679
1769.8750      -3.760      6.626      2.746  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -3.760      6.626
1770.0000      -3.953      6.579      2.762  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -3.953      6.579
1770.1250      -4.107      6.086      2.766  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.107      6.086
1770.2500      -4.227      5.453      2.768  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.227      5.453
1770.3750      -4.319      5.055      2.796  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.319      5.055
1770.5000      -4.372      4.640      2.821  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.372      4.640
1770.6250      -4.359      4.396      2.711  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.359      4.396
1770.7500      -4.305      4.204      2.659  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.305      4.204
1770.8750      -4.238      4.133      2.619  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.238      4.133
1771.0000      -4.167      4.050      2.576  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.167      4.050
1771.1250      -4.097      3.863      2.551  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.097      3.863
1771.2500      -4.040      3.767      2.599  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.040      3.767
1771.3750      -4.033      3.885      2.700  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.033      3.885
1771.5000      -4.067      3.965      2.737  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.067      3.965
1771.6250      -4.125      4.002      2.776  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.125      4.002
1771.7500      -4.207      4.017      2.838  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.207      4.017
1771.8750      -4.318      4.066      2.893  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.318      4.066
1772.0000      -4.466      4.249      2.861  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.466      4.249
1772.1250      -4.652      4.247      2.926  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.652      4.247
1772.2500      -4.880      4.225      2.917  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.880      4.225
1772.3750      -5.169      4.178      2.912  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -5.169      4.178
1772.5000      -5.515      4.126      2.915  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -5.515      4.126
1772.6250      -5.899      4.081      2.912  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -5.899      4.081
1772.7500      -6.299      4.018      2.925  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -6.299      4.018
1772.8750      -6.702      4.021      2.911  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -6.702      4.021
1773.0000      -7.070      4.022      2.953  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -7.070      4.022
1773.1250      -7.381      4.040      2.953  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -7.381      4.040
1773.2500      -7.622      4.084      2.931  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -7.622      4.084
1773.3750      -7.795      4.111      2.921  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -7.795      4.111
1773.5000      -7.908      3.990      2.869  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -7.908      3.990
1773.6250      -7.942      3.891      2.852  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -7.942      3.891
1773.7500      -7.910      3.828      2.774  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -7.910      3.828
1773.8750      -7.813      3.725      2.706  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -7.813      3.725
1774.0000      -7.650      3.593      2.653  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -7.650      3.593
1774.1250      -7.418      3.481      2.601  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -7.418      3.481
1774.2500      -7.100      3.437      2.549  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -7.100      3.437
1774.3750      -6.681      3.451      2.533  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -6.681      3.451
1774.5000      -6.192      3.410      2.539  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -6.192      3.410
1774.6250      -5.639      3.373      2.548  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -5.639      3.373
1774.7500      -5.033      3.355      2.552  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -5.033      3.355
1774.8750      -4.388      3.345      2.573  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -4.388      3.345
1775.0000      -3.726      3.326      2.678  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -3.726      3.326
1775.1250      -3.058      3.345      2.748  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -3.058      3.345
1775.2500      -2.418      3.429      2.840  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -2.418      3.429
1775.3750      -1.826      3.490      2.921  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -1.826      3.490
1775.5000      -1.288      3.557      2.980  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -1.288      3.557
1775.6250      -0.806      3.670      3.020  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -0.806      3.670
1775.7500      -0.385      3.770      3.046  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -0.385      3.770
1775.8750      -0.052      3.796      3.029  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -0.052      3.796
1776.0000       0.229      4.019      3.012  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.229      4.019
1776.1250       0.468      4.194      3.008  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.468      4.194
1776.2500       0.663      4.285      3.032  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.663      4.285
1776.3750       0.809      4.352      3.077  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.809      4.352
1776.5000       0.910      4.431      3.077  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.910      4.431
1776.6250       0.973      4.647      3.113  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.973      4.647
1776.7500       1.005      4.635      3.155  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.005      4.635
1776.8750       0.999      4.723      3.175  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.999      4.723
1777.0000       0.957      4.896      3.161  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.957      4.896
1777.1250       0.887      5.039      3.131  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.887      5.039
1777.2500       0.793      5.183      3.134  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.793      5.183
1777.3750       0.673      5.120      3.096  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.673      5.120
1777.5000       0.538      5.021      3.005  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.538      5.021
1777.6250       0.413      4.934      2.882  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.413      4.934
1777.7500       0.308      4.851      2.789  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.308      4.851
1777.8750       0.231      4.761      2.768  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.231      4.761
1778.0000       0.200      4.716      2.764  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.200      4.716
1778.1250       0.219      4.681      2.651  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.219      4.681
1778.2500       0.280      4.775      2.665  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.280      4.775
1778.3750       0.367      4.891      2.762  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.367      4.891
1778.5000       0.472      5.054      2.828  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.472      5.054
1778.6250       0.578      5.268      2.791  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.578      5.268
1778.7500       0.652      5.348      2.740  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.652      5.348
1778.8750       0.696      5.465      2.831  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.696      5.465
1779.0000       0.696      5.494      2.811  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.696      5.494
1779.1250       0.661      5.480      2.767  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.661      5.480
1779.2500       0.587      5.440      2.751  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.587      5.440
1779.3750       0.474      5.409      2.781  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.474      5.409
1779.5000       0.332      5.469      2.833  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.332      5.469
1779.6250       0.118      5.803      2.867  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.118      5.803
